id,title,year,genre,stars,rating,duration,img_src,YT_link
197,Jessica Jones,2015,"Action, Crime, Drama","['Rachael Taylor', 'Eka Darville', 'Carrie-Anne Moss']",8.5,43,"""https://m.media-amazon.com/images/M/MV5BM2QyNmZkNTYtZWQyZi00NDhhLWEzMDItYmIzY2U4ZWVmOWNhXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg""",nWHUjuJ8zxE
198,Castle,2009,"Comedy, Crime, Drama","['Stana Katic', 'Susan Sullivan', 'Jon Huertas']",8.6,70,"""https://m.media-amazon.com/images/M/MV5BMjM2NjU0ODU0NF5BMl5BanBnXkFtZTgwMDAwMzg5NjE@.jpg""",xjrObBtzGYg
199,Generation Kill,2008,"Drama, War","['James Ransone', 'Lee Tergesen', 'Jon Huertas']",8.6,100,"""https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@.jpg""",v3GkHcZHQrY
200,Poirot,1989,"Crime, Drama, Mystery","['Hugh Fraser', 'Philip Jackson', 'Pauline Moran']",8.5,43,"""https://m.media-amazon.com/images/M/MV5BODljYzNlZTMtMWIwNi00N2QzLWE2ZTAtZDBmYzIwYzhlZDY2XkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg""",6r92jpQ8-UA
201,The Blacklist,2013,"Crime, Drama, Mystery","['Megan Boone', 'Diego Klattenhoff', 'Ryan Eggold']",8.1,25,"""https://m.media-amazon.com/images/M/MV5BZDU1OGI3NWItZTliOS00OWYxLTliNDktYTFjODcxNmE1NTNmXkEyXkFqcGdeQXVyODUxOTU0OTg@.jpg""",XihA6GWIBdM
202,Father Ted,1995,Comedy,"[""Ardal O'Hanlon"", 'Frank Kelly', 'Pauline McLynn']",8.3,624,"""https://m.media-amazon.com/images/M/MV5BYTg3NTczOTUtZjMyNC00OWNiLThiOGQtMzJlMzEzNmIxOWI4XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",kZqHYzdwLGo
203,Shin Seiki Evangelion,1995,"Animation, Action, Drama","['Megumi Hayashibara', 'Kotono Mitsuishi', 'Spike Spencer']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BYjY1Y2ZmNDctZWQ3Yy00MTE3LTk2M2QtMjQ0MDA5ODVjMDEyXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",13nSISwxrY4
204,Altered Carbon,2018,"Action, Drama, Sci-Fi","['Renée Elise Goldsberry', 'Will Yun Lee', 'Dichen Lachman']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BNjIxMWMzMzctYmZkYy00OTkzLWFlMWUtMjc3ZDFmYzQ3YmVkXkEyXkFqcGdeQXVyNjU2ODM5MjU@.jpg""",-Yt89b5AcwY
205,Ray Donovan,2013,"Crime, Drama","['Eddie Marsan', 'Dash Mihok', 'Pooch Hall']",8.5,25,"""https://m.media-amazon.com/images/M/MV5BYWY1MTE2MmItNzQyNi00YThjLWE4ZDctMDA0ZGE3OWJhYTMzXkEyXkFqcGdeQXVyOTA3MTMyOTk@.jpg""",r36OT6TsHOw
206,The End of the F***ing World,2017,"Adventure, Comedy, Crime","['Alex Lawther', 'Steve Oram', 'Christine Bottomley']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BN2ZhNmQ2MjQtMmQzMi00YjE5LTlkMWMtMjk5YzIxMjk2NDc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",aV-y3bvYFYA
207,The Leftovers,2014,"Drama, Fantasy, Mystery","['Amy Brenneman', 'Christopher Eccleston', 'Liv Tyler']",8.7,25,"""https://m.media-amazon.com/images/M/MV5BNTE3MDc1MjY4NV5BMl5BanBnXkFtZTgwMDg4MjQ4MTE@.jpg""",FLT3YUALJno
208,Samurai Jack,2001,"Animation, Action, Adventure","['Mako', 'Kevin Michael Richardson', 'Jeff Bennett']",8.2,45,"""https://m.media-amazon.com/images/M/MV5BZWQ2MDNiNTItYmM3ZS00MmI4LWFlMDQtOGVhYzlhZmZkNzI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",VNZ30T2fUPM
209,The Killing,2011,"Crime, Drama, Mystery","['Joel Kinnaman', 'Billy Campbell', 'Liam James']",8.1,55,"""https://m.media-amazon.com/images/M/MV5BMTQ5MTUxMzU3Ml5BMl5BanBnXkFtZTgwMDU3NDYxMjE@.jpg""",OkbfvPeH3G0
210,Gomorra: La serie,2014,"Crime, Drama, Thriller","[""Marco D'Amore"", ""Cristiana Dell'Anna"", 'Fortunato Cerlino']",7.9,22,"""https://m.media-amazon.com/images/M/MV5BNjY5MDA2ZjktOWI1My00NzBiLTk1NWEtYjc5YmQzMDNiNmI2XkEyXkFqcGdeQXVyMjM2OTA5MjM@.jpg""",FsMnW43n3AI
211,The Good Place,2016,"Comedy, Drama, Fantasy","['William Jackson Harper', 'Jameela Jamil', ""D'Arcy Carden""]",8.7,45,"""https://m.media-amazon.com/images/M/MV5BYmMxNjM0NmItNGU1Mi00OGMwLTkzMzctZmE3YjU1ZDE4NmFjXkEyXkFqcGdeQXVyODUxOTU0OTg@.jpg""",RfBgT5djaQw
212,Bates Motel,2013,"Drama, Horror, Mystery","['Freddie Highmore', 'Max Thieriot', 'Nicola Peltz']",8.5,55,"""https://m.media-amazon.com/images/M/MV5BMzk4OTU5NTE2M15BMl5BanBnXkFtZTcwNTIxMDIyOQ@@.jpg""",CamCCXK4fFw
213,True Blood,2008,"Drama, Fantasy, Mystery","['Stephen Moyer', 'Sam Trammell', 'Ryan Kwanten']",8.5,30,"""https://m.media-amazon.com/images/M/MV5BMDVjZDQ2N2MtMzMxYy00ZjliLTg5YjAtNjk1OTUwYjVjNWQ0XkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",3Wk3HSiX-vQ
214,Skam,2015,"Drama, Romance","['Iman Meskini', 'Ulrikke Falch', 'Lisa Teige']",8.3,58,"""https://m.media-amazon.com/images/M/MV5BYjY5OGI0NmMtZTI2Zi00MmZjLTk5ZjYtZDk0YjM0YjFiZThiXkEyXkFqcGdeQXVyMzk4ODI0MzM@.jpg""",NKb9tViCw6o
215,The Knick,2014,"Drama, History","['André Holland', 'Jeremy Bobb', 'Juliet Rylance']",8.7,30,"""https://m.media-amazon.com/images/M/MV5BMTQ5NzcyNDc5MV5BMl5BanBnXkFtZTgwMDMyOTY5NjE@.jpg""",z9rKY8MLWTU
216,Coupling,2000,"Comedy, Romance","['Gina Bellman', 'Sarah Alexander', 'Kate Isitt']",8.4,50,"""https://m.media-amazon.com/images/M/MV5BMTQzMDk1ODI2M15BMl5BanBnXkFtZTYwNjMyNDk4.jpg""",hstPHM3R1dY
217,Dr. Horrible's Sing-Along Blog,2008,"Short, Comedy, Musical","['Nathan Fillion', 'Felicia Day', 'Simon Helberg']",8.5,42,"""https://m.media-amazon.com/images/M/MV5BZTIxZmRmZWItNmI1MS00ZDU3LWE2ZTQtODc1NDE3NjRiYzczXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",gbMVB36Ylso
218,Misfits,2009,"Comedy, Drama, Fantasy","['Joseph Gilgun', 'Iwan Rheon', 'Lauren Socha']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BNzRiNDcyZjItNzc1ZC00OTk3LWI3ZTItNDc0NTgxNjg3ZTZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM4NjgwODc@.jpg""",VsBYXLYNZlE
219,Killing Eve,2018,"Action, Adventure, Drama","['Jodie Comer', 'Fiona Shaw', 'Kim Bodnia']",8.3,42,"""https://m.media-amazon.com/images/M/MV5BZDJmODFjMzEtNTE4MS00OGViLTk4OGYtZjg3OGFhM2VlOTliXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",Kk0PyD-XNZA
220,Black Sails,2014,"Adventure, Drama","['Toby Stephens', 'Hannah New', 'Zach McGowan']",8.2,56,"""https://m.media-amazon.com/images/M/MV5BZmExNzU1M2YtNGUzOC00MmM0LWEwYzYtZWJiYjYxNDcwY2E0XkEyXkFqcGdeQXVyMTYzMDM0NTU@.jpg""",7FPRzH7Nrg4
221,Narcos: Mexico,2018,"Crime, Drama","['Scoot McNairy', 'José María Yazpik', 'Fermín Martínez']",8.4,50,"""https://m.media-amazon.com/images/M/MV5BMGJiMTc0OTctZDU1Yy00YjdiLTk1NWYtZTgzMjc1ODg4YzhkXkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg""",BoDrQ8JktVg
222,Veronica Mars,2004,"Crime, Drama, Mystery","['Jason Dohring', 'Enrico Colantoni', 'Percy Daggs III']",8.3,44,"""https://m.media-amazon.com/images/M/MV5BNWJjM2NhMTktZjJkOC00NDE2LWJjNzUtZmZkNDZkMGI4YzFmXkEyXkFqcGdeQXVyNjU2ODM5MjU@.jpg""",gwtVHhjQDhE
223,The Good Wife,2009,"Crime, Drama, Mystery","['Chris Noth', 'Josh Charles', 'Matt Czuchry']",8.3,43,"""https://m.media-amazon.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@.jpg""",sJYI9ghiu6g
224,How to Get Away with Murder,2014,"Crime, Drama, Mystery","['Billy Brown', 'Jack Falahee', 'Aja Naomi King']",8.1,43,"""https://m.media-amazon.com/images/M/MV5BZDQ5ZDRhMWItNjA5Ni00MDhiLTgwN2EtZjFkYzgzNjBhZTIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",dkb-aBaxkVk
225,Justice League,2001,"Animation, Action, Adventure","['Phil LaMarr', 'Michael Rosenbaum', 'George Newbern']",8.5,22,"""https://m.media-amazon.com/images/M/MV5BMDE2ODk0ZTctMGI4Ni00ODgwLTk4OTAtOGNiNjZkMzI3NTY0XkEyXkFqcGdeQXVyOTgwMzk1MTA@.jpg""",m7hkGH1XciU
226,The Bugs Bunny Show,1960,"Animation, Comedy","['June Foray', 'Jim Backus', 'Bea Benaderet']",8.6,30,"""https://m.media-amazon.com/images/M/MV5BYWI1Zjg4Y2ItZTc4Yy00OWIzLWEwMGMtODI4YmVkMjc2OWY3XkEyXkFqcGdeQXVyNzE5MTcxMTI@.jpg""",nsQBnMpW0QM
227,Young Justice,2010,"Animation, Action, Adventure","['Danica McKellar', 'Nolan North', 'Khary Payton']",8.6,23,"""https://m.media-amazon.com/images/M/MV5BZTNkOWIwODItYjcxOS00MDQ5LTk1ZGMtNDNhNzFhNTM4OGJiXkEyXkFqcGdeQXVyNjg3MDMxNzU@.jpg""",sV5-RBKYPuY
228,M*A*S*H,1972,"Comedy, Drama, War","['Wayne Rogers', 'Loretta Swit', 'Jamie Farr']",8.4,25,"""https://m.media-amazon.com/images/M/MV5BNTY1MjA2ZjUtMDU1YS00ZjBlLWJiN2MtZTViNjEwYjU1MzgxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",ZaaQoutaEj8
229,Samurai chanpurû,2004,"Animation, Action, Adventure","['Ginpei Sato', 'Ayako Kawasumi', 'Steve Blum']",8.5,24,"""https://m.media-amazon.com/images/M/MV5BOWNhMDMyMDYtNzJlOS00YzhhLWFiMjktYWY1MzMzZGZhOGRjXkEyXkFqcGdeQXVyNDYzNTI2ODc@.jpg""",BwL9I9h_Z5Y
230,The Last Kingdom,2015,"Action, Drama, History","['Eliza Butterworth', 'Arnas Fedaravicius', 'Ian Hart']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BMjE1MzYzNjk3OF5BMl5BanBnXkFtZTgwMzk0MzYwNzE@.jpg""",WxPApTGWwas
231,Naruto,2002,"Animation, Action, Adventure","['Maile Flanagan', 'Kate Higgins', 'Chie Nakamura']",8.3,24,"""https://m.media-amazon.com/images/M/MV5BZmQ5NGFiNWEtMmMyMC00MDdiLTg4YjktOGY5Yzc2MDUxMTE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",-G9BqkgZXRA
232,Master of None,2015,Comedy,"['Eric Wareheim', 'Lena Waithe', 'Noël Wells']",8.3,30,"""https://m.media-amazon.com/images/M/MV5BMTk3ODYxNjQ3OV5BMl5BanBnXkFtZTgwNzA1MDQ5MTI@.jpg""",BHODdNs8vSo
233,Line of Duty,2012,"Crime, Drama, Mystery","['Vicky McClure', 'Adrian Dunbar', 'Craig Parkinson']",8.6,60,"""https://m.media-amazon.com/images/M/MV5BMTExZDZjNTMtNDVmNy00ZTk2LWFiMzUtZDlkZGRlOGU0ZWRmXkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg""",53V-eVvWLoM
234,Sarabhai vs Sarabhai,2004,Comedy,"['Ratna Pathak Shah', 'Sumeet Raghvan', 'Rupali Ganguly']",8.9,30,"""https://m.media-amazon.com/images/M/MV5BNjYxNzBhMmQtZjM4Yy00MGZiLWFmNDAtYmVkZGM0MWNlMTU3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",zokMr-QjnDM
235,13 Reasons Why,2017,"Drama, Mystery","['Katherine Langford', 'Christian Navarro', 'Alisha Boe']",7.8,60,"""https://m.media-amazon.com/images/M/MV5BMTA2OTQxNzQtMDQ5OC00NDczLWFhYjEtN2UyMmIwNGZlZDM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",QkT-HIMSrRk
236,Kenpû Denki Berserk,1997,"Animation, Action, Adventure","['Marc Diraison', 'Carrie Keranen', 'Kevin T. Collins']",8.6,23,"""https://m.media-amazon.com/images/M/MV5BYWE1YTU4NmYtMTY2Ni00NDIxLTgwMzYtNWJjYWE4MDE5OTE1XkEyXkFqcGdeQXVyNjc2NjA5MTU@.jpg""",IXL5r3n862U
237,Skins,2007,Drama,"['Nicholas Hoult', 'Joe Dempsie', 'Hannah Murray']",8.2,46,"""https://m.media-amazon.com/images/M/MV5BMjE3MzMxNjUwMF5BMl5BanBnXkFtZTcwNTkwOTE2Mg@@.jpg""",7FKPoVNtmK0
238,24: Live Another Day,2014,"Action, Crime, Drama","['Yvonne Strahovski', 'Tate Donovan', 'Mary Lynn Rajskub']",8.4,46,"""https://m.media-amazon.com/images/M/MV5BMTQ5MDczMjQxNV5BMl5BanBnXkFtZTgwNzIzOTY0MTE@.jpg""",3quZgKZZqlE
239,The Fall,2013,"Crime, Drama, Thriller","['Jamie Dornan', 'John Lynch', 'Aisling Franciosi']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BODk1MzM0MjQtNGUzOS00ZjBmLTliMjgtMzBjYmQwMzUwZDdkXkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg""",dyFrBC1rAcg
240,Carnivàle,2003,"Drama, Fantasy, Mystery","['Adrienne Barbeau', 'Clancy Brown', 'Debra Christofferson']",8.4,55,"""https://m.media-amazon.com/images/M/MV5BMDU5YTdlNzItZjhhMy00YmRkLWI2MzAtNTU5ZDFiNjFiYmVmXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",gWZ4mtZtvww
241,Gilmore Girls,2000,"Comedy, Drama","['Alexis Bledel', 'Keiko Agena', 'Scott Patterson']",8.1,44,"""https://m.media-amazon.com/images/M/MV5BMTQ3NDA1ZWYtYjBmMC00NmJjLWI1NjgtYjg2NDhmMTY2YWQ4XkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",kGGNNSmGDpU
242,Boston Legal,2004,"Comedy, Crime, Drama","['William Shatner', 'Candice Bergen', 'Rene Auberjonois']",8.4,44,"""https://m.media-amazon.com/images/M/MV5BMjEyNjEyMDE5NV5BMl5BanBnXkFtZTcwNzQzNzIzMQ@@.jpg""",OUy2XroXaQU
243,Anne,2017,Drama,"['Geraldine James', 'R.H. Thomson', 'Dalila Bela']",8.6,60,"""https://m.media-amazon.com/images/M/MV5BNThmMzJlNzgtYmY5ZC00MDllLThmZTMtNTRiMjQwNmY0NmRhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",S5qJXYNNINo
244,Pushing Daisies,2007,"Comedy, Drama, Fantasy","['Anna Friel', 'Chi McBride', 'Jim Dale']",8.3,44,"""https://m.media-amazon.com/images/M/MV5BMTY3ODYxNjU1Nl5BMl5BanBnXkFtZTcwMTI0MTU1MQ@@.jpg""",lVELsqFtYCk
245,Lonesome Dove,1989,"Adventure, Drama, Western","['Tommy Lee Jones', 'Danny Glover', 'Diane Lane']",8.7,384,"""https://m.media-amazon.com/images/M/MV5BMjA4Nzk2NDc4N15BMl5BanBnXkFtZTcwMjYzMTE4MQ@@.jpg""",Y2J9NLNeZvQ
246,Forever,2014,"Crime, Drama, Fantasy","['Alana De La Garza', 'Joel David Moore', 'Donnie Keshawarz']",8.3,43,"""https://m.media-amazon.com/images/M/MV5BMTQzMTUwMjQ3Nl5BMl5BanBnXkFtZTgwMTY2MDE5MjE@.jpg""",-JmVnyJ16d4
247,Atypical,2017,"Comedy, Drama","['Keir Gilchrist', 'Brigette Lundy-Paine', 'Michael Rapaport']",8.3,30,"""https://m.media-amazon.com/images/M/MV5BYjg1ZmQ0ZDktMjNhZS00MDJjLTllZTItMmIyYTBkYjM2MzQzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",ieHh4U-QYwU
248,The Flash,2014,"Action, Adventure, Drama","['Candice Patton', 'Danielle Panabaker', 'Carlos Valdes']",7.7,43,"""https://m.media-amazon.com/images/M/MV5BMjAwNTljOTgtYzk0NS00OGMzLTgzMDUtZDc2YjhjNzU3Yjg5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",Yj0l7iGKh8g
249,11.22.63,2016,"Drama, Mystery, Sci-Fi","['Sarah Gadon', 'George MacKay', 'Chris Cooper']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BMTk1NjE5MjUwM15BMl5BanBnXkFtZTgwODk3NTk2OTE@.jpg""",iBIWv7ExUS4
250,The Thick of It,2005,Comedy,"['James Smith', 'Peter Capaldi', 'Joanna Scanlan']",8.7,29,"""https://m.media-amazon.com/images/M/MV5BZjc0ZDA5OTItYzhjNi00ZTJjLTg4OTYtZjk3NzBhODRlMTViXkEyXkFqcGdeQXVyMjc5OTMxMzQ@.jpg""",k4Vx1iPZej8
251,Ezel,2009,"Crime, Drama, Thriller","['Cansu Dere', 'Yigit Özsener', 'Baris Falay']",8.6,90,"""https://m.media-amazon.com/images/M/MV5BMjE3NjE3MTIxMF5BMl5BanBnXkFtZTcwOTQ0OTgxOQ@@.jpg""",SvCC6kWWi4I
252,The Adventures of Sherlock Holmes,1984,"Crime, Drama, Mystery","['David Burke', 'Rosalie Williams', 'Eric Porter']",8.7,60,"""https://m.media-amazon.com/images/M/MV5BMTI2MzM1Njk4OV5BMl5BanBnXkFtZTcwMzA0ODQyMQ@@.jpg""",xK7S9mrFWL4
253,Bosch,2014,"Crime, Drama","['Jamie Hector', 'Amy Aquino', 'Lance Reddick']",8.4,51,"""https://m.media-amazon.com/images/M/MV5BZTA5OTk1MWEtMTllZi00NDczLWI2MDItYmRkZTA1NmNiMDk0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",T-HUa10kVpQ
254,Arrow,2012,"Action, Adventure, Crime","['Katie Cassidy', 'David Ramsey', 'Susanna Thompson']",7.6,42,"""https://m.media-amazon.com/images/M/MV5BMTI0NTMwMDgtYTMzZC00YmJhLTg4NzMtMTc1NjI4MWY4NmQ4XkEyXkFqcGdeQXVyNTY3MTYzOTA@.jpg""",XQS7JkQmlx8
255,Malcolm in the Middle,2000,"Comedy, Family","['Bryan Cranston', 'Justin Berfield', 'Erik Per Sullivan']",7.8,22,"""https://m.media-amazon.com/images/M/MV5BNTc2MzM2N2YtZDdiOS00M2I2LWFjOGItMDM3OTA3YjUwNjAxXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",PfID_33TL_A
256,Gotham,2014,"Action, Crime, Drama","['Jada Pinkett Smith', 'Donal Logue', 'Camren Bicondova']",8.4,42,"""https://m.media-amazon.com/images/M/MV5BMTU5NjQ2MTU4NV5BMl5BanBnXkFtZTgwOTYyNTAwNzM@.jpg""",0d1zpt6k5OI
257,Utopia,2013,"Drama, Mystery, Sci-Fi","['Paul Higgins', 'Neil Maskell', ""Fiona O'Shaughnessy""]",8.1,50,"""https://m.media-amazon.com/images/M/MV5BMjMwMTA5NDc5M15BMl5BanBnXkFtZTgwMjQ4MTY0MjE@.jpg""",uJnN3WMwDsk
258,Bodyguard,2018,"Crime, Drama, Thriller","['Sophie Rundle', 'Vincent Franklin', 'Ash Tandon']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BOTQ2YmU5YWYtYTdhMS00YjdmLThlMWMtMWVkZGVmNTVhOWE0XkEyXkFqcGdeQXVyODEyMzI2OTE@.jpg""",tLfLU6-9lxY
259,The Vampire Diaries,2009,"Drama, Fantasy, Horror","['Paul Wesley', 'Ian Somerhalder', 'Kat Graham']",8.3,43,"""https://m.media-amazon.com/images/M/MV5BMDk3YzgxNDQtNTEzOS00NDMyLWFlYmYtYTZlMDk1NDkxNmMyXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",BmVmhjjkN4E
260,Lie to Me,2009,"Crime, Drama, Mystery","['Kelli Williams', 'Brendan Hines', 'Monica Raymund']",8.4,43,"""https://m.media-amazon.com/images/M/MV5BMTc2MjA4MTM2OV5BMl5BanBnXkFtZTcwMTYzMzA1Mg@@.jpg""",pbOgHa34Ec8
261,Blue Mountain State,2010,"Comedy, Sport","['Alan Ritchson', 'Chris Romano', 'Ed Marinaro']",9.1,22,"""https://m.media-amazon.com/images/M/MV5BMjQxOTI0MjcxM15BMl5BanBnXkFtZTcwOTY1MDk5NA@@.jpg""",j9OfN64_9T8
262,X-Men,1992,"Animation, Action, Family","['Cathal J. Dodd', 'Lenore Zann', 'George Buza']",8.3,23,"""https://m.media-amazon.com/images/M/MV5BNTVjNmEwNTMtNmQ2ZC00MGJkLWI3MDgtNzMyNTc4YjVkNTQ1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",i_Rt9QGFFH4
263,Senke nad Balkanom,2017,"Crime, Drama, Thriller","['Marija Bergam', 'Dragan Bjelogrlic', 'Jovana Stojiljkovic']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BYjAzMzc3OTMtZTAzNi00OWI0LWJmOGEtYjI3MWZmY2IzNDkxXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@.jpg""",jBw_Eta0HDM
264,Star Wars: Rebels,2014,"Animation, Action, Adventure","['Dave Filoni', 'Vanessa Marshall', 'Freddie Prinze Jr.']",5.7,22,"""https://m.media-amazon.com/images/M/MV5BY2Q1ZTAzNzMtMzlmNy00NjdjLThhYjgtMzgxN2ZkYmFhMDIwXkEyXkFqcGdeQXVyMjg5NDMwMQ@@.jpg""",xg5YN3LAGw4
265,Mickey Mouse Clubhouse,2006,"Animation, Comedy, Family","['Bill Farmer', 'Tress MacNeille', 'Russi Taylor']",6.4,30,"""https://m.media-amazon.com/images/M/MV5BNTBhYWVjZTYtNTkzMS00ZTM0LWI4NjItOTU5YzMxYWI2YWQ5XkEyXkFqcGdeQXVyNzMwOTY2NTI@.jpg""",Ok6UedttIEg
266,Elena of Avalor,2016,"Animation, Action, Adventure","['Jenna Ortega', 'Christian Lanz', 'Jillian Rose Reed']",6.3,24,"""https://m.media-amazon.com/images/M/MV5BMTEyNzg0NzYxMzFeQTJeQWpwZ15BbWU4MDc1OTg4MTkx.jpg""",cRpmMwQ0aR4
267,Mickey and the Roadster Racers,2017,"Animation, Short, Adventure","['Tress MacNeille', 'Russi Taylor', 'Bill Farmer']",6.3,21,"""https://m.media-amazon.com/images/M/MV5BMjI4MDM0OTQ4MF5BMl5BanBnXkFtZTgwMTkyNzQ3MDI@.jpg""",7z6DKy6K8Xc
268,PAW Patrol,2013,"Animation, Action, Adventure","['Devan Cohen', 'Samuel Faraci', 'Ron Pardo']",6.6,23,"""https://m.media-amazon.com/images/M/MV5BMTkzYWFlZjItZWE0My00YjBhLWE3MjgtNWJjZDhlZmUzMDg4XkEyXkFqcGdeQXVyNjExODE1MDc@.jpg""",sgZ77ZBv3sc
269,Daniel Tiger's Neighborhood,2012,"Animation, Family","['Amariah Faulkner', 'Ted Dykstra', 'Heather Bambrick']",8.1,26,"""https://m.media-amazon.com/images/M/MV5BNzk4MjkzMGMtNTNhMy00ZGVkLWJkMDItNGY5NDM1NDQyZGIxXkEyXkFqcGdeQXVyNzcyMTE4NzU@.jpg""",J2fkaMqykgg
270,The Goldbergs,2013,Comedy,"['Sean Giambrone', 'Troy Gentile', 'Hayley Orrantia']",7.8,22,"""https://m.media-amazon.com/images/M/MV5BMTYxNTY5MTQ2Ml5BMl5BanBnXkFtZTgwNzA2MzEzNjM@.jpg""",n43fM2wdu5A
271,Fresh Off the Boat,2015,Comedy,"['Constance Wu', 'Hudson Yang', 'Forrest Wheeler']",8.2,22,"""https://m.media-amazon.com/images/M/MV5BYjA1NWQyNzYtZTlmNy00YjYzLWJlNDUtMjA5ZWY2YTM2M2ZlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",1KhRKkLS_4I
272,Face Off,2011,"Game-Show, Reality-TV","['Glenn Hetrick', 'Ve Neill', 'Michael Westmore']",6.5,44,"""https://m.media-amazon.com/images/M/MV5BNTUzMTk4NDU2MV5BMl5BanBnXkFtZTcwMjk4ODgzNA@@.jpg""",jLbLNqjWgZc
273,Bubble Guppies,2011,"Animation, Comedy, Family","['Tino Insana', 'Jacob Bertrand', 'Teddy Walsh']",7.6,24,"""https://m.media-amazon.com/images/M/MV5BOWY0YjIzYzctNGQ2My00ZTU2LWE3MTQtZGIyZWFhMmUyYzQ1XkEyXkFqcGdeQXVyMjM5NDQzNTk@.jpg""",R4wHTqJZDPo
274,Lights Out,2011,"Crime, Drama, Sport","['Stacy Keach', 'Catherine McCormack', 'Pablo Schreiber']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BNzhkZWYyYzUtMWZlZS00ZmYyLWJiOTEtZjM1ZDI5YzZhYTYyXkEyXkFqcGdeQXVyNDQ5MDYzMTk@.jpg""",NULL
275,Kingdom,2014,Drama,"['Kiele Sanchez', 'Matt Lauria', 'Jonathan Tucker']",8.3,43,"""https://m.media-amazon.com/images/M/MV5BMDU4NWZhZjItMGFiMy00ODM4LWFkMmItYTdlNzRiYTRmMTE3XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg""",4l-yByZpaaM
276,Heimebane,2018,"Drama, Sport","['John Carew', 'Axel Bøyum', 'Emma Bones']",8.4,50,"""https://m.media-amazon.com/images/M/MV5BNGQwODE4NzEtNDI2NC00MjM2LThjNWUtNGEzMDgyYzExMDNiXkEyXkFqcGdeQXVyMjI4NzQxNjg@.jpg""",gWZ4mtZtvww
277,Poldark,2015,"Drama, History, Romance","['Eleanor Tomlinson', 'Jack Farthing', 'Beatie Edney']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BMjgyZTc3MjQtOTNkMy00MDE0LTg2YzgtZjVlYjM4MjVjYTc1XkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg""",7A0U6kQNCN0
278,Gran Hotel,2011,"Crime, Drama, Mystery","['Amaia Salamanca', 'Yon González', 'Eloy Azorín']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BOTk2MjQyNTAzNF5BMl5BanBnXkFtZTgwODI3OTM3MzE@.jpg""",dSfeXCByOhE
279,Damages,2007,"Crime, Drama, Mystery","['Rose Byrne', 'Tate Donovan', 'Zachary Booth']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BYTM5NzkyYWEtNzU4Ni00MTViLTg5ZjAtMmFkNDNjYjBjYzc3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",Hx1NvP_SEIA
