id,title,author,rating,img_src,genre
1023,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415428227i/20518872.jpg,Science Fiction
1024,Redshirts,John Scalzi,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348617890i/13055592.jpg,Science Fiction
1025,"Divergent (Divergent, #1)",Veronica Roth,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328559506i/13335037.jpg,Science Fiction
1026,The City & the City,China Miéville,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320475957i/4703581.jpg,Science Fiction
1027,Seveneves,Neal Stephenson,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449142000i/22816087.jpg,Science Fiction
1028,"Daemon (Daemon, #1)",Daniel Suarez,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432909825i/4699575.jpg,Science Fiction
1029,"Blindsight (Firefall, #1)",Peter Watts,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924412i/48484.jpg,Science Fiction
1030,Reamde,Neal Stephenson,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305993115i/10552338.jpg,Science Fiction
1031,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918i/7260188.jpg,Science Fiction
1032,The Time Traveler's Wife,Audrey Niffenegger,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437728815i/14050.jpg,Science Fiction
1033,"Caliban's War (The Expanse, #2)",James S.A. Corey,4.34,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407572377i/12591698.jpg,Science Fiction
1034,"Golden Son (Red Rising Saga, #2)",Pierce Brown,4.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394684475i/18966819.jpg,Science Fiction
1035,"Little Brother (Little Brother, #1)",Cory Doctorow,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349673129i/954674.jpg,Science Fiction
1036,"The Passage (The Passage, #1)",Justin Cronin,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874267i/6690798.jpg,Science Fiction
1037,"Ilium (Ilium, #1)",Dan Simmons,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390894862i/3973.jpg,Science Fiction
1038,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377095669i/823.jpg,Science Fiction
1039,Chasm City,Alastair Reynolds,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203334i/89185.jpg,Science Fiction
1040,"Pattern Recognition (Blue Ant, #1)",William Gibson,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288326931i/22320.jpg,Science Fiction
1041,House of Suns,Alastair Reynolds,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447892903i/1126719.jpg,Science Fiction
1042,Embassytown,China Miéville,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320470326i/9265453.jpg,Science Fiction
1043,"Matter (Culture, #8)",Iain M. Banks,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327954631i/886066.jpg,Science Fiction
1044,Station Eleven,Emily St. John Mandel,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451446835i/20170404.jpg,Science Fiction
1045,"Redemption Ark (Revelation Space, #2)",Alastair Reynolds,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309206851i/89190.jpg,Science Fiction
1046,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327950631i/7562764.jpg,Science Fiction
1047,The Year of the Flood,Margaret Atwood,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327906873i/6080337.jpg,Science Fiction
1048,"The Last Colony (Old Man's War, #3)",John Scalzi,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437660786i/88071.jpg,Science Fiction
1049,Accelerando,Charles Stross,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388240687i/17863.jpg,Science Fiction
1050,The Algebraist,Iain M. Banks,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388530602i/12009.jpg,Science Fiction
1051,Annihilation (Southern Reach #1),Jeff VanderMeer,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403941587i/17934530.jpg,Science Fiction
1052,1Q84,Haruki Murakami,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483103331i/10357575.jpg,Science Fiction
1053,Pushing Ice,Alastair Reynolds,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309197028i/89186.jpg,Science Fiction
1054,"Broken Angels (Takeshi Kovacs, #2)",Richard K. Morgan,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389758530i/279561.jpg,Science Fiction
1055,Surface Detail (Culture #9),Iain M. Banks,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287893375i/7937744.jpg,Science Fiction
1056,"Blackout (All Clear, #1)",Connie Willis,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433715206i/6506307.jpg,Science Fiction
1057,Fuzzy Nation (Fuzzy Sapiens #7),John Scalzi,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316132345i/9647532.jpg,Science Fiction
1058,"Robopocalypse (Robopocalypse, #1)",Daniel H. Wilson,3.68,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885891i/9634967.jpg,Science Fiction
1059,"Woken Furies (Takeshi Kovacs, #3)",Richard K. Morgan,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388198991i/29397.jpg,Science Fiction
1060,"The Girl With All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403033579i/17235026.jpg,Science Fiction
1061,"Freedom™ (Daemon, #2)",Daniel Suarez,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311704142i/8488830.jpg,Science Fiction
1062,The Yiddish Policemen's Union,Michael Chabon,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557172798i/16703.jpg,Science Fiction
1063,"The Scar (New Crobuzon, #2)",China Miéville,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320435192i/68497.jpg,Science Fiction
1064,Under the Dome,Stephen King,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511289992i/6320534.jpg,Science Fiction
1065,Rainbows End,Vernor Vinge,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316729149i/102439.jpg,Science Fiction
1066,"The Prefect (Prefect Dreyfus Emergency, #1)",Alastair Reynolds,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327988786i/89195.jpg,Science Fiction
1067,"Look to Windward (Culture, #7)",Iain M. Banks,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288930978i/12016.jpg,Science Fiction
1068,The Dreaming Void,Peter F. Hamilton,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440047585i/866136.jpg,Science Fiction
1069,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407706997i/822.jpg,Science Fiction
1070,"Dust (Silo, #3)",Hugh Howey,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369522849i/17855756.jpg,Science Fiction
1071,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405532474i/22733729.jpg,Science Fiction
1072,"Shadow of the Hegemon (The Shadow Series, #2)",Orson Scott Card,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537335644i/9534.jpg,Science Fiction
1073,"14 (Threshold, #1)",Peter Clines,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338999953i/15062217.jpg,Science Fiction
1074,"Abaddon's Gate (The Expanse, #3)",James S.A. Corey,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407572059i/16131032.jpg,Science Fiction
1075,"The System of the World (The Baroque Cycle, #3)",Neal Stephenson,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407712273i/116257.jpg,Science Fiction
1076,"Olympos (Ilium, #2)",Dan Simmons,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388216654i/3972.jpg,Science Fiction
1077,"All Clear (All Clear, #2)",Connie Willis,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320549311i/7519231.jpg,Science Fiction
1078,Thirteen,Richard K. Morgan,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388801204i/40448.jpg,Science Fiction
1079,The Years of Rice and Salt,Kim Stanley Robinson,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419079388i/2723.jpg,Science Fiction
1080,"Nexus (Nexus, #1)",Ramez Naam,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347149654i/13642710.jpg,Science Fiction
1081,"Absolution Gap (Revelation Space, #3)",Alastair Reynolds,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309210984i/89184.jpg,Science Fiction
1082,"Shift (Shift, #1-3; Silo, #2)",Hugh Howey,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379003176i/17306293.jpg,Science Fiction
1083,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,4.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412064931i/23168817.jpg,Science Fiction
1084,"The Long Earth (The Long Earth, #1)",Terry Pratchett,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335532694i/13147230.jpg,Science Fiction
1085,Dark Matter,Blake Crouch,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680i/27833670.jpg,Science Fiction
1086,"Singularity Sky (Eschaton, #1)",Charles Stross,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446324638i/81992.jpg,Science Fiction
1087,"Gridlinked (Agent Cormac #1, Polity Universe #3)",Neal Asher,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925518i/98046.jpg,Science Fiction
1088,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440461724i/101869.jpg,Science Fiction
1089,The Speed of Dark,Elizabeth Moon,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320497793i/96063.jpg,Science Fiction
1090,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,3.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433161048i/1137215.jpg,Science Fiction
1091,The Temporal Void,Peter F. Hamilton,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357349093i/3437328.jpg,Science Fiction
1092,"Diplomatic Immunity (Vorkosigan Saga, #13)",Lois McMaster Bujold,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297832355i/61901.jpg,Science Fiction
1093,"Hominids (Neanderthal Parallax, #1)",Robert J. Sawyer,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432618104i/264946.jpg,Science Fiction
1094,The Android's Dream (The Android's Dream #1),John Scalzi,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441762412i/7081.jpg,Science Fiction
1095,"The Skinner (Spatterjay, #1)",Neal Asher,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389077219i/240297.jpg,Science Fiction
1096,2312,Kim Stanley Robinson,3.45,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405778758i/11830394.jpg,Science Fiction
1097,The Gone-Away World,Nick Harkaway,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1273009977i/8136150.jpg,Science Fiction
1098,"Spook Country (Blue Ant, #2)",William Gibson,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442535360i/22322.jpg,Science Fiction
1099,Ancillary Sword (Imperial Radch #2),Ann Leckie,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413464739i/20706284.jpg,Science Fiction
1100,Calculating God,Robert J. Sawyer,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423491114i/264950.jpg,Science Fiction
1101,"Lock In (Lock In, #1)",John Scalzi,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438701397i/21418013.jpg,Science Fiction
1102,"River of Gods (India 2047, #1)",Ian McDonald,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256017i/278280.jpg,Science Fiction
1103,"The Maze Runner (The Maze Runner, #1)",James Dashner,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375596592i/6186357.jpg,Science Fiction
1104,Glasshouse,Charles Stross,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433594992i/17866.jpg,Science Fiction
1105,"Morning Star (Red Rising Saga, #3)",Pierce Brown,4.49,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461354277i/18966806.jpg,Science Fiction
1106,"Dies the Fire (Emberverse, #1)",S.M. Stirling,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414175443i/116445.jpg,Science Fiction
1107,Children of Time (Children of Time #1),Adrian Tchaikovsky,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431014197i/25499718.jpg,Science Fiction
1108,Terminal World,Alastair Reynolds,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1262637611i/7134997.jpg,Science Fiction
1109,"CryoBurn (Vorkosigan Saga, #14)",Lois McMaster Bujold,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269879970i/7841670.jpg,Science Fiction
1110,The Hydrogen Sonata (Culture #10),Iain M. Banks,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340894566i/13497991.jpg,Science Fiction
1111,The First Fifteen Lives of Harry August,Claire North,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407712314i/20706317.jpg,Science Fiction
1112,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386803701i/19161852.jpg,Science Fiction
1113,"WWW: Wake (WWW, #1)",Robert J. Sawyer,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440336390i/4418395.jpg,Science Fiction
1114,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474344826i/32109569.jpg,Science Fiction
1115,Passage,Connie Willis,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403193864i/24984.jpg,Science Fiction
1116,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842i/16101128.jpg,Science Fiction
1117,"Dauntless (The Lost Fleet, #1)",Jack Campbell,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309198180i/112292.jpg,Science Fiction
1118,"Feed (Newsflesh Trilogy, #1)",Mira Grant,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408500437i/7094569.jpg,Science Fiction
1119,Camouflage,Joe Haldeman,3.64,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924306i/21607.jpg,Science Fiction
1120,"Leviathan (Leviathan, #1)",Scott Westerfeld,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275694232i/6050678.jpg,Science Fiction
1121,The Dog Stars,Peter Heller,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388122817i/13330761.jpg,Science Fiction
1122,Fallen Dragon,Peter F. Hamilton,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387715213i/1406387.jpg,Science Fiction
1123,"The Twelve (The Passage, #2)",Justin Cronin,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331230956i/13281368.jpg,Science Fiction
1124,"Chindi (The Academy, #3)",Jack McDevitt,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298783780i/382161.jpg,Science Fiction
1125,MaddAddam,Margaret Atwood,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366394020i/17262203.jpg,Science Fiction
1126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357576738i/17182126.jpg,Science Fiction
1127,"Cibola Burn (The Expanse, #4)",James S.A. Corey,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405023040i/18656030.jpg,Science Fiction
1128,Death's End (Remembrance of Earth’s Past #3),Liu Cixin,4.44,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430330507i/25451264.jpg,Science Fiction
1129,Market Forces,Richard K. Morgan,3.59,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388280309i/40450.jpg,Science Fiction
1130,"Ancillary Mercy (Imperial Radch, #3)",Ann Leckie,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493642929i/23533039.jpg,Science Fiction
1131,"Zoe's Tale (Old Man's War, #4)",John Scalzi,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301108028i/2102600.jpg,Science Fiction
1132,"Shades of Grey (Shades of Grey, #1)",Jasper Fforde,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327563734i/2113260.jpg,Science Fiction
1133,Deepsix (The Academy #2),Jack McDevitt,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322689032i/352780.jpg,Science Fiction
1134,The Evolutionary Void,Peter F. Hamilton,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388292812i/7438179.jpg,Science Fiction
1135,The Telling (Hainish Cycle #8),Ursula K. Le Guin,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203290i/59921.jpg,Science Fiction
1136,Great North Road,Peter F. Hamilton,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371600i/13573419.jpg,Science Fiction
1137,"Blue Remembered Earth (Poseidon's Children, #1)",Alastair Reynolds,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318599915i/9424053.jpg,Science Fiction
1138,The Chronoliths,Robert Charles Wilson,3.67,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400240980i/116413.jpg,Science Fiction
1139,"Iron Sunrise (Eschaton, #2)",Charles Stross,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446324262i/101864.jpg,Science Fiction
1140,"Captain Vorpatril's Alliance (Vorkosigan Saga, #15)",Lois McMaster Bujold,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333475380i/12998057.jpg,Science Fiction
1141,Armada,Ernest Cline,3.53,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377284428i/16278318.jpg,Science Fiction
1142,Evolution,Stephen Baxter,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390475106i/66792.jpg,Science Fiction
1143,"Unwind (Unwind, #1)",Neal Shusterman,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297677706i/764347.jpg,Science Fiction
1144,Agent to the Stars,John Scalzi,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303914309i/88072.jpg,Science Fiction
1145,"Omega (The Academy, #4)",Jack McDevitt,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428280518i/352781.jpg,Science Fiction
1146,"Uglies (Uglies, #1)",Scott Westerfeld,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443904172i/24770.jpg,Science Fiction
1147,The Dervish House,Ian McDonald,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1257600283i/6993091.jpg,Science Fiction
1148,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484171189i/32758901.jpg,Science Fiction
1149,"Insurgent (Divergent, #2)",Veronica Roth,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325667729i/11735983.jpg,Science Fiction
1150,Brasyl,Ian McDonald,3.66,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925633i/278281.jpg,Science Fiction
1151,"WWW: Wonder (WWW, #3)",Robert J. Sawyer,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276291664i/8429441.jpg,Science Fiction
1152,How to Live Safely in a Science Fictional Universe,Charles Yu,3.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449300i/7726420.jpg,Science Fiction
1153,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874074i/7095831.jpg,Science Fiction
1154,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443433956i/23395680.jpg,Science Fiction
1155,"The Fold (Threshold, #2)",Peter Clines,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416182070i/23164927.jpg,Science Fiction
1156,"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328809143i/5558786.jpg,Science Fiction
1157,"Trading in Danger (Vatta's War, #1)",Elizabeth Moon,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920967i/284658.jpg,Science Fiction
1158,Lexicon,Max Barry,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356080172i/16158596.jpg,Science Fiction
1159,"Off Armageddon Reef (Safehold, #1)",David Weber,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442716667i/72199.jpg,Science Fiction
1160,Authority (Southern Reach #2),Jeff VanderMeer,3.51,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403941730i/18077769.jpg,Science Fiction
1161,"Brass Man (Agent Cormac, #3)",Neal Asher,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406636599i/414091.jpg,Science Fiction
1162,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397931596i/307791.jpg,Science Fiction
1163,Down and Out in the Magic Kingdom,Cory Doctorow,3.56,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441470326i/29587.jpg,Science Fiction
1164,"The Line Of Polity (Agent Cormac, #2)",Neal Asher,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330310426i/511227.jpg,Science Fiction
1165,"Polaris (Alex Benedict, #2)",Jack McDevitt,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430968738i/337019.jpg,Science Fiction
1166,Feed,M.T. Anderson,3.54,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327891005i/169756.jpg,Science Fiction
1167,"Halting State (Halting State, #1)",Charles Stross,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442097389i/222472.jpg,Science Fiction
1168,The Light of Other Days,Arthur C. Clarke,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315596650i/823062.jpg,Science Fiction
1169,"The Human Division (Old Man's War, #5)",John Scalzi,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341582413i/15698479.jpg,Science Fiction
1170,Blind Lake,Robert Charles Wilson,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316132032i/116412.jpg,Science Fiction
1171,Seeker (Alex Benedict #3),Jack McDevitt,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388302002i/352777.jpg,Science Fiction
1172,"Coyote (Coyote Trilogy, #1)",Allen M. Steele,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426181551i/686344.jpg,Science Fiction
1173,"Saga, Vol. 1",Brian K. Vaughan,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486028947i/15704307.jpg,Science Fiction
1174,"The Fractal Prince (Jean le Flambeur, #2)",Hannu Rajaniemi,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311105989i/12074927.jpg,Science Fiction
1175,The Accidental Time Machine,Joe Haldeman,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436231893i/21608.jpg,Science Fiction
1176,"Hybrids (Neanderthal Parallax, #3)",Robert J. Sawyer,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389245105i/264944.jpg,Science Fiction
1177,Rollback,Robert J. Sawyer,3.75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390071421i/264940.jpg,Science Fiction
1178,Darwin's Children (Darwin's Radio #2),Greg Bear,3.64,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389040187i/64924.jpg,Science Fiction
1179,The Plot Against America,Philip Roth,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553896240i/703.jpg,Science Fiction
1180,"Legend (Legend, #1)",Marie Lu,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658.jpg,Science Fiction
1181,Judas Unchained,Peter F. Hamilton,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316501189i/45244.jpg,Science Fiction
1182,"The Reality Dysfunction (Night's Dawn, #1)",Peter F. Hamilton,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363944485i/11672514.jpg,Science Fiction
1183,The Water Knife,Paolo Bacigalupi,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411059576i/23209924.jpg,Science Fiction
1184,"The Rook (The Checquy Files, #1)",Daniel O'Malley,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561584006i/10836728.jpg,Science Fiction
1185,The Circle,Dave Eggers,3.43,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376419833i/18302455.jpg,Science Fiction
1186,"Nemesis Games (The Expanse, #5)",James S.A. Corey,4.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407524221i/22886612.jpg,Science Fiction
1187,Stories of Your Life and Others,Ted Chiang,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356138316i/223380.jpg,Science Fiction
1188,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459785141i/25733990.jpg,Science Fiction
